lat,lon
8b3cf176dc1bfff
8b3cf10eb82dfff
8b3cf13b030bfff
8b3cf1395813fff
8b3cf105b0dafff
8b3cf1764c5cfff
8b3cf10e932cfff
8b3cf13b48c8fff
8b3cf10ce834fff
8b3cf13a088efff
8b3cf1393312fff
8b3cf138c854fff
8b3cf1385d96fff
8b3cf10ed8e9fff
8b3cf10cc333fff
8b3cf105d196fff
8b3cf1383895fff
8b3cf1766d18fff
8b3cf176025afff
8b3cf1745762fff
8b3cf13b6984fff
8b3cf13a294afff
8b3cf10c3374fff
8b3cf105ac95fff
8b3cf1381394fff
8b3cf13b4483fff
8b3cf13a0449fff
8b3cf1058794fff
8b3cf1385951fff
8b3cf10ed4a4fff
8b3cf10d946afff
8b3cf13a4a06fff
8b3cf105cd51fff
8b3cf176d391fff
8b3cf17668d3fff
8b3cf174531dfff
8b3cf13a2505fff
8b3cf105a850fff
8b3cf10e8aa2fff
8b3cf13a6ac2fff
8b3cf13a0004fff
8b3cf1392a88fff
8b3cf138550cfff
8b3cf10d9025fff
8b3cf10cbaa9fff
8b3cf10eab5efff
8b3cf13a20c0fff
8b3cf10c95a8fff
8b3cf1394b44fff
8b3cf105a40bfff
8b3cf176aa4bfff
8b3cf1380b0afff
8b3cf10e865dfff
8b3cf10cdb65fff
8b3cf1392643fff
8b3cf176854afff
8b3cf1761a8cfff
8b3cf10cb664fff
8b3cf1396c00fff
8b3cf1390142fff
8b3cf1766049fff
8b3cf10ea719fff
8b3cf13b5cb5fff
8b3cf10c9163fff
8b3cf13806c5fff
8b3cf1763b48fff
8b3cf10e8218fff
8b3cf13b37b4fff
8b3cf10cd720fff
8b3cf105e583fff
8b3cf1384c82fff
8b3cf1768105fff
8b3cf13b12b3fff
8b3cf105c082fff
8b3cf176c6c2fff
8b3cf1765c04fff
8b3cf10ea2d4fff
8b3cf13b5870fff
8b3cf13aedb2fff
8b3cf10c8d1efff
8b3cf1059b81fff
8b3cf1380280fff
8b3cf1763703fff
8b3cf10cd2dbfff
8b3cf1761202fff
8b3cf10ec390fff
8b3cf13aa3b0fff
8b3cf13a38f2fff
8b3cf1396376fff
8b3cf13b542bfff
8b3cf13ae96dfff
8b3cf10c88d9fff
8b3cf1741d08fff
8b3cf13ac46cfff
8b3cf1391974fff
8b3cf13b0a29fff
8b3cf10ca995fff
8b3cf13a34adfff
8b3cf10e9a4afff
8b3cf13ae528fff
8b3cf10c8494fff
8b3cf1393a30fff
8b3cf13864b4fff
8b3cf13b2ae5fff
8b3cf13a5569fff
8b3cf10cca51fff
8b3cf10ebb06fff
8b3cf10ca550fff
8b3cf13a3068fff
8b3cf10c3a92fff
8b3cf1395aecfff
8b3cf105b3b3fff
8b3cf1381ab2fff
8b3cf10e9605fff
8b3cf13b4ba1fff
8b3cf13ae0e3fff
8b3cf10ceb0dfff
8b3cf17694f2fff
8b3cf10d9b88fff
8b3cf13b26a0fff
8b3cf13a5124fff
8b3cf10cc60cfff
8b3cf13910eafff
8b3cf1383b6efff
8b3cf1760533fff
8b3cf10eb6c1fff
8b3cf13b6c5dfff
8b3cf10ca10bfff
8b3cf13a2c23fff
8b3cf10c364dfff
8b3cf138166dfff
8b3cf1764af0fff
8b3cf13b475cfff
8b3cf10ce6c8fff
8b3cf13a0722fff
8b3cf10c114cfff
8b3cf13931a6fff
8b3cf1385c2afff
8b3cf104b4f1fff
8b3cf17690adfff
8b3cf10d9743fff
8b3cf13b225bfff
8b3cf1390ca5fff
8b3cf176d66afff
8b3cf1766bacfff
8b3cf17600eefff
8b3cf13b6818fff
8b3cf10c9cc6fff
8b3cf10c3208fff
8b3cf1395262fff
8b3cf105ab29fff
8b3cf176b169fff
8b3cf1381228fff
8b3cf17646abfff
8b3cf10ce283fff
8b3cf13a6d9bfff
8b3cf13a02ddfff
8b3cf1392d61fff
8b3cf1058628fff
8b3cf1768c68fff
8b3cf13a489afff
8b3cf10cbd82fff
8b3cf1390860fff
8b3cf176d225fff
8b3cf17451b1fff
8b3cf13a2399fff
8b3cf10c9881fff
8b3cf105a6e4fff
8b3cf176ad24fff
8b3cf1764266fff
8b3cf10e8936fff
8b3cf13a6956fff
8b3cf105eca1fff
8b3cf139291cfff
8b3cf13853a0fff
8b3cf1768823fff
8b3cf1761d65fff
8b3cf13a4455fff
8b3cf105c7a0fff
8b3cf139041bfff
8b3cf1766322fff
8b3cf138099efff
8b3cf10e84f1fff
8b3cf13b3a8dfff
8b3cf13a6511fff
8b3cf105e85cfff
8b3cf10512e0fff
8b3cf1761920fff
8b3cf10ecaaefff
8b3cf13b158cfff
8b3cf13aaacefff
8b3cf13a4010fff
