lat,lon
23.819983423754156,90.35052411942924,
23.728994972460708,90.48699121131234,
23.68445388601359,90.4519499554227,
23.863304993375966,90.49637855840103,
23.768008873638774,90.38823305000675,
23.767113123665485,90.41828286133763,
23.753603383165235,90.47968673443182,
23.816308952263583,90.36739429933382,
23.709735364627495,90.45768829772932,
23.7756075379006,90.34630269775926,
23.76528300547413,90.4085848316198,
23.87104415075023,90.45032291350509,
23.86069423086185,90.51264261506955,
23.82001704424247,90.49151782411306,
23.756716723874636,90.37587465879211,
23.827295728498786,90.42558960742916,
23.76641690658715,90.44150505746059,
23.72255055753751,90.41951406068209,
23.86831568343364,90.47068534277517,
23.805019240375174,90.35503552552503,
23.816326391454393,90.50839396545652,
23.74094172118969,90.44259696100222,
23.695207164395274,90.48206755526112,
23.853683532137048,90.39307057957535,
23.855085867537415,90.45271330463302,
23.794216885407025,90.46862604925646,
23.782023392833835,90.38024059564229,
23.805656155291494,90.44061831511935,
23.746713613252616,90.46213123097961,
23.702842011759014,90.44013716599441,
23.828264462224265,90.46398436902238,
23.7659065976566,90.35183637424346,
23.826990374657587,90.40024632354387,
23.826402629168516,90.5254799780706,
23.728951167519472,90.45345555084076,
23.85804111260961,90.35297259313775,
23.834032280651865,90.48352619485479,
23.84250452103466,90.41288256436374,
23.82608640141994,90.35912793268837,
23.70346716041286,90.45454632552352,
23.859845306038075,90.43522237807616,
23.86147953556137,90.48667442789431,
23.7674169314019,90.37245821986173,
23.81698159645782,90.45161750375343,
23.715511206892305,90.37117139539129,
23.748252989417,90.37532998584213,
23.761773853351542,90.45489238041539,
23.711215933955057,90.40852077398213,
23.709362755070824,90.4699813245344,
23.816354141100064,90.43720293851234,
23.767543940093507,90.47442904714185,
23.716992314645736,90.42805024937121,
23.72774951218065,90.49307010438785,
23.855068502434104,90.41780064656645,
23.835319490061423,90.51099560784337,
23.791805084181828,90.37197526886574,
23.808750439985303,90.40796668266168,
23.75048530304987,90.44252901623969,
23.88392197732829,90.373117962827,
23.84414491448072,90.46432774360943,
23.841288277253387,90.34642027311446,
23.72430469275652,90.46684150183366,
23.842861621012574,90.47177520489336,
23.840734754953395,90.4367251645234,
23.782058917566975,90.45004403452248,
23.738198497802617,90.42804999173073,
23.82325559280914,90.34731332606839,
23.730074062898858,90.48637667245873,
23.674156056024987,90.44170681539764,
23.89234537112014,90.44622424038006,
23.76908700109602,90.38761826538855,
23.801611759580837,90.39860978212745,
23.765953059465513,90.42162952431332,
23.871914640861707,90.38534849574815,
23.756881128521545,90.47647674952394,
23.713013998553585,90.4544787734621,
23.765405257463648,90.40448711836761,
23.869195054842947,90.40570729206235,
23.80877651297197,90.47778273970594,
23.746420321914307,90.36563420445358,
23.829573353352636,90.42026110158915,
23.7696932341534,90.43829490451832,
23.725827775004472,90.41630437008894,
23.860630319792048,90.37298597236457,
23.870018627610307,90.48448924659846,
23.828104181765585,90.50436546781006,
23.78047346630607,90.36098293565792,
23.683956686546185,90.46833906093748,
23.854760805713163,90.39245562413124,
23.8539263519958,90.45606120507713,
23.84172363926949,90.36766197310011,
23.79749299006388,90.46541561352929,
23.79536644830915,90.43037173619027,
23.743353221700655,90.46807323798846,
23.69279156165753,90.42170028719882,
23.703301055864134,90.49490911277324,
23.772293567660846,90.35087866486914,
23.83780606222484,90.39273111438241,
23.786782168727242,90.43392366952571,
23.736228675186357,90.38755488610329,
23.732229052897008,90.45024581436986,
23.854448987355465,90.36711275325504,
23.68299679417804,90.42996252947651,
23.84358202331092,90.41226766501426,
23.741050950078368,90.4036016052841,
23.82740453539492,90.35031718556986,
23.870659833882275,90.42770675947119,
23.860319321082663,90.49002263357859,
23.819640409605547,90.46890252680454,
23.87801402766971,90.3939555305168,
23.800032954294394,90.34445181179618,
23.74685011512633,90.38687043388838,
23.823310609599684,90.41711902881407,
23.704796680864828,90.4806349454428,
23.868056930624896,90.44396823187196,
23.796357995099843,90.36132058823985,
23.75564987028973,90.34023167474218,
23.67673228858329,90.46171427607435,
23.851102630280703,90.44424081477521,
23.793124861224168,90.36316523256565,
23.804194680380302,90.41862271505448,
23.74645837294666,90.43542588854746,
23.70258480845656,90.41343771839375,
23.895686348349365,90.36908489966162,
23.84522269380842,90.46371292655807,
23.841408285542823,90.34232231203619,
23.78051747272925,90.430781623177,
23.89201424193274,90.3859602134547,
23.891471948825945,90.44000594739626,
23.83377713822427,90.45681107566996,
23.844008475422804,90.43351419848385,
23.783137253865995,90.44942932311419,
23.739277158360167,90.42743533513125,
23.68054967782914,90.44075107002868,
23.86417616079114,90.50259755277399,
23.760988852329238,90.37478125764486,
23.808316090123753,90.45790196015984,
23.872991682005857,90.38473348949825,
23.70898667496537,90.44737611016812,
23.82224987610253,90.3814630246225,
23.869316426949922,90.40160817052465,
23.868479808400505,90.46521875963045,
23.802984652051737,90.35216779305188,
23.744304286691353,90.36549811601428,
23.818328522150672,90.40653145607008,
23.7167324597356,90.40135058129296,
23.717869773712096,90.50406505186793,
23.857036389938163,90.38712694066477,
23.871096255239422,90.48387440939511,
23.83449015730009,90.50341038858456,
23.787816659741218,90.36350791877176,
23.793822372386185,90.4111097880435,
23.74181466150066,90.44881213757132,
23.798641520528268,90.42716126014186,
23.74443205756342,90.46745863743871,
23.693870650413196,90.42108571466805,
23.704630336299118,90.48609875623038,
23.886167473520327,90.44034744919003,
23.874870853528403,90.49918306631808,
23.834197212570203,90.47806002915694,
23.768696998078376,90.36501463800403,
23.786904928506758,90.4298253301917,
23.73635059339337,90.3834578493127,
23.860831201750074,90.36615503903872,
23.88248660344185,90.45722524104517,
23.82831131707443,90.49753246963814,
23.759523642932212,90.42395185109132,
23.74820918003615,90.48275969730739,
23.81711194802916,90.34007602787469,
23.704339543460737,90.46076098804296,
23.819763847690496,90.46480328127709,
23.80015323143397,90.34035445037993,
23.74912854233977,90.38154375567872,
23.819710374226844,90.43125970148793,
23.76102444759435,90.44457847353999,
23.717156479149303,90.42258720244995,
23.85077465712005,90.38398561892052,
23.868179332037062,90.43986863239017,
23.797435677177436,90.36070570028642,
23.756727849666948,90.33961683727145,
23.816026618316897,90.44813330227169,
23.7454463141496,90.39841120773885,
23.77720975460466,90.47026339614527,
23.71126846644913,90.44204953432937,
23.84750126274065,90.45838373330594,
23.843682337702255,90.33699435976652,
23.836190023155897,90.51721434556944,
23.788825079765168,90.47169952839914,
23.782830443344533,90.35292438458895,
23.746581483324864,90.43132809040335,
23.702707673667195,90.40934081345993,
23.84381603402397,90.47526006628621,
23.80500388930702,90.49739060800191,
23.757363184236898,90.35402368546532,
23.72355644921415,90.45652847671114,
23.89428852022725,90.38063091865683,
23.833900145659634,90.45271178838057,
23.834920923682564,90.41855304420176,
23.78172978030267,90.46097356599384,
23.731180326557986,90.41459686396277,
23.739743742385144,90.48221178227146,
23.817547421197975,90.36131553174795,
23.676939467864983,90.45488569198929,
23.85389375034092,90.492344725251,
23.759829713099116,90.37812754699584,
23.809394201504094,90.45728720711696,
23.817858752297663,90.38665474010519,
23.871591946988033,90.39627913509784,
23.709110391005154,90.44327867889064,
23.82332740715403,90.3808481156869,
23.786723802533768,90.40038720967593,
23.716854894989847,90.39725363633065,
23.720153464659113,90.49873778123242,
23.85492228849932,90.38699063722802,
23.83088215153142,90.51755447689848,
23.783263098509227,90.37416233324876,
23.800208751022232,90.41015308673161,
23.74289340340784,90.44819750800988,
23.684828488158672,90.47455362993152,
23.83275082927532,90.34860826202258,
23.78054000132249,90.39451436237923,
23.758414356380978,90.46083463454612,
23.692462599629124,90.43262553904646,
23.70101703689832,90.50023604334201,
23.88748885333228,90.43153293104122,
23.835275172655713,90.47744525591473,
23.771971260120154,90.36180441142699,
23.84374432545841,90.40680254318586,
23.872597761928613,90.36212210604079,
23.884763870244214,90.45189543484221,
23.75740769221572,90.4238153120915,
23.749288049754746,90.48214511129609,
23.7054187367428,90.46014645653213,
23.871533680662484,90.43392432852711,
23.72941002141338,90.36727667782678,
23.869045745678406,90.37489702710432,
23.737875022480498,90.36782107040736,
23.82103292709236,90.42244739124664,
23.76210296852246,90.44396379687122,
23.718235323912467,90.42197258063156,
23.853050031614814,90.37865708975026,
23.799147562508374,90.37450071407227,
23.81956129770099,90.50654990118217,
23.75722679716481,90.39438071680567,
23.818305419878275,90.44280478499027,
23.720236805733947,90.49600561351163,
23.84937429148577,90.39553036870903,
23.845386807237897,90.45824689109944,
23.84252536466461,90.34034132121197,
23.837268185704275,90.51659963426272,
23.78990347004387,90.47108483913122,
23.78610391818764,90.34971399737061,
23.798378147181968,90.40045427535719,
23.893412550516302,90.3744141074793,
23.851154982047564,90.47778937930246,
23.80828038066911,90.49418007750477,
23.83022310019036,90.39840165014671,
23.77823806083944,90.43610934263295,
23.727681977840476,90.3897411982399,
23.724635421950683,90.45591389808793,
23.835042903018053,90.41445423354733,
23.7840100385539,90.45564554691599,
23.733460249144212,90.40927020093109,
23.680219117824503,90.45167652236131,
23.863077615913703,90.43337767290421,
23.851779324661237,90.49220762128846,
23.81109785868827,90.47108767669268,
23.81893635829937,90.3860398488803,
23.766949625289772,90.42374675979728,
23.71638683218733,90.37738437833242,
23.87043401272775,90.39962683176431,
23.835340316116653,90.36861959724992,
23.783123214095543,90.41452556131226,
23.878022151554262,90.3576806262488,
23.875253074940055,90.41568169144003,
23.859518816596008,90.44615428795166,
23.807284875068202,90.4920618252418,
23.834158302060093,90.51434368131113,
23.79660794383647,90.42429241560555,
23.73791112195523,90.43761122982775,
23.68590795909398,90.47393916216538,
23.8871524741284,90.37127279869424,
23.848237272778608,90.43378750663271,
23.833828063720894,90.34799327731689,
23.79292362237688,90.44116439942495,
23.781861396652282,90.38570411345702,
23.757253161717077,90.46418149264609,
23.691301052064613,90.43597145447715,
23.704297062284052,90.49702664714314,
23.8844356676529,90.39163184219076,
23.883890686728847,90.44567717106844,
23.872591505077818,90.50451313843229,
23.825236015529544,90.45899659573281,
23.762873982716936,90.34685263204902,
23.844821780161098,90.4061876311815,
23.835732218706795,90.53224844371658,
23.786153630399856,90.41951144604664,
23.742292460486325,90.39752382166775,
23.875868469014264,90.35891074534626,
23.880209068971652,90.46255505652678,
23.844564280552635,90.48557797037255,
23.700436215985686,90.44956091208704,
23.872611003894338,90.4333094035064,
23.771793131068986,90.40353038642616,
23.81395260878887,90.44663024789608,
23.730731131363445,90.35846862085626,
23.870122756509595,90.37428200965574,
23.797596625722473,90.35524232800914,
23.81074343068867,90.41220151681799,
23.75874396152671,90.44990597217263,
23.70818388009334,90.40353644762155,
23.718702048935207,90.47674414335836,
23.848499014945766,90.389314158632,
23.800225291424493,90.37388584190964,
23.763614964463237,90.3934238239691,
23.829124835424896,90.4352903199606,
23.727534316422,90.43009886022801,
23.72351608353227,90.49279600476996,
23.845777561415225,90.40967156280371,
23.854351056413034,90.5122308358456,
23.799456032581283,90.39983944754506,
23.896682879252786,90.37120252674502,
23.86197323779713,90.4702745119654,
23.763306841837522,90.36808871013388,
23.83349617461642,90.39519077314758,
23.77931635686009,90.43549461595875,
23.728760527339926,90.38912650018541,
23.721274454328817,90.4618554118813,
23.88330214649886,90.42989306595936,
23.794833914374983,90.44813211562,
23.728900137469633,90.41992353699906,
23.811724995635668,90.34315080896621,
23.740615151585033,90.48842784514243,
23.693212078411843,90.44293661908154,
23.866350500762,90.43016646090435,
23.812176016655513,90.47047293993974,
23.82064623021298,90.3998371609374,
23.756656306519535,90.41350267674895,
23.712784675359373,90.39151857655956,
23.8364176386866,90.36800463988841,
23.765150435348115,90.34152605518686,
23.7844457216089,90.40571474959843,
23.860596333695835,90.44553940840888,
