lat,lon,sub_area,area
23.864553599999994,90.39501949999998, Sector 3,Uttara
23.864574099999984,90.395219, Sector 3,Uttara
23.864713500000004,90.39556679999998, Sector 3,Uttara
23.865494000000012,90.39745659999998, Sector 3,Uttara
23.86237665639188,90.40487133152828, Sector 4,Uttara
23.866277399999994,90.39748910000002, Sector 3,Uttara
23.867033836939456,90.39786265633143, Sector 3,Uttara
23.86020222092872,90.40551682010461, Sector 4,Uttara
23.86363126430333,90.39878010069123, Sector 3,Uttara
23.859694208144763,90.40534376646315, Sector 4,Uttara
23.86369109999998,90.39927790000003, Sector 3,Uttara
23.85964922261013,90.40494676589617, Sector 4,Uttara
23.858663533459573,90.40466034198738, Sector 4,Uttara
23.858586610164263,90.40560434285959, Sector 2,Uttara
23.8626025,90.39890319999999, Sector 3,Uttara
23.8614708,90.39880399999998, Sector 3,Uttara
23.85847604,90.40396034, Sector 4,Uttara
23.858603703059668,90.40258183633381, Sector 4,Uttara
23.860533,90.39955050000003, Sector 1,Uttara
23.8556781,90.40533229999998, Sector 2,Uttara
23.8595294807979,90.4001365686014, Sector 1,Uttara
23.858469082553746,90.40042735656641, Sector 1,Uttara
23.85992179275053,90.40367865545795, Sector 4,Uttara
23.859900999999983,90.40257180000005, Sector 4,Uttara
23.861269993775984,90.40112454419437, Sector 4,Uttara
23.873324631486746,90.39677177210854, Sector 7,Uttara
23.866367489762588,90.38430355837517, Sector 14,Uttara
23.86619338823063,90.38434970112542, Sector 14,Uttara
23.872049062650454,90.3919710726446, Sector 13,Uttara
23.86616000964896,90.38435610621741, Sector 14,Uttara
23.86613639275286,90.38436664914093, Sector 14,Uttara
23.873726727512462,90.39227395189192, Sector 13,Uttara
23.873733112849813,90.39185931677429, Sector 13,Uttara
23.87340683350579,90.391543300112, Sector 13,Uttara
23.87243580085264,90.39156717621108, Sector 13,Uttara
23.870831669671674,90.39146461464486, Sector 13,Uttara
23.870176949954562,90.39158061859621, Sector 13,Uttara
23.86949069620043,90.39148773547123, Sector 13,Uttara
23.869490328983787,90.39163834789315, Sector 13,Uttara
23.869646418608124,90.39095647090062, Sector 13,Uttara
23.869791992663117,90.3909366145611, Sector 13,Uttara
23.872053925020875,90.39090292941091, Sector 13,Uttara
23.87262948147123,90.39089835725605, Sector 13,Uttara
23.87280896441634,90.39089030751302, Sector 13,Uttara
23.872907091433554,90.39088824273819, Sector 13,Uttara
23.873396716427013,90.3908653243708, Sector 13,Uttara
23.87343203869211,90.39085448128935, Sector 13,Uttara
23.873902760579337,90.3908698380677, Sector 13,Uttara
23.873847330550188,90.39062950542763, Sector 13,Uttara
23.873419443758163,90.38736040186124, Sector 13,Uttara
23.873406886375793,90.38727877460929, Sector 13,Uttara
23.873380077643137,90.38728094580364, Sector 13,Uttara
23.873301425066835,90.38641441264116, Sector 13,Uttara
23.873390363688245,90.38935871026575, Sector 13,Uttara
23.87340223579487,90.39003011652295, Sector 13,Uttara
23.873402136231665,90.39003578633464, Sector 13,Uttara
23.873402052000717,90.39004012832504, Sector 13,Uttara
23.87288351741992,90.39047189941556, Sector 13,Uttara
23.872880037707084,90.39042029335724, Sector 13,Uttara
23.87287986750021,90.39041075145997, Sector 13,Uttara
23.872889467479315,90.39017185671207, Sector 13,Uttara
23.87288716550176,90.39012646770027, Sector 13,Uttara
23.872884127858065,90.3900725480708, Sector 13,Uttara
23.87287416910239,90.38992051628418, Sector 13,Uttara
23.872836024191447,90.3885481769862, Sector 13,Uttara
23.87291895,90.38861937, Sector 13,Uttara
23.872896470790174,90.38799041817919, Sector 13,Uttara
23.872827816766595,90.3875668289245, Sector 13,Uttara
23.872837708911263,90.38699850441128, Sector 13,Uttara
23.872905262749022,90.3857447433079, Sector 13,Uttara
23.872791405970638,90.3857064623516, Sector 13,Uttara
23.872668811036654,90.38473648997586, Sector 13,Uttara
23.872685258212336,90.38465686490377, Sector 13,Uttara
23.872865109192485,90.38445727124514, Sector 13,Uttara
23.8937470303696,90.38364122222515, Sector 10,Uttara
23.872347878931386,90.3858126978879, Sector 13,Uttara
23.872445055349427,90.38871512516482, Sector 13,Uttara
23.872715999315943,90.39030243308065, Sector 13,Uttara
23.872627389382163,90.3901897842727, Sector 13,Uttara
23.87201398415359,90.39018477169049, Sector 13,Uttara
23.87200562340744,90.39025955137362, Sector 13,Uttara
23.871990296628706,90.39025703040153, Sector 13,Uttara
23.871904245287254,90.39018909607512, Sector 13,Uttara
23.871837235058322,90.39019128071016, Sector 13,Uttara
23.871173823628894,90.39031462364136, Sector 13,Uttara
23.87077731794006,90.3903044902608, Sector 13,Uttara
23.870584873980178,90.39022140611576, Sector 13,Uttara
23.88222268661593,90.38702846393312, Sector 10,Uttara
23.881414260938108,90.38722331900381, Sector 10,Uttara
23.88132508117535,90.38723923401847, Sector 10,Uttara
23.881199132239306,90.38727183015868, Sector 10,Uttara
23.881116439236383,90.3872900929992, Sector 10,Uttara
23.88105103,90.38731328, Sector 10,Uttara
23.88098187663718,90.38728377579702, Sector 10,Uttara
23.880865720061525,90.38737563142166, Sector 10,Uttara
23.88079738062101,90.38739131092656, Sector 10,Uttara
23.8808048495844,90.38733296589788, Sector 10,Uttara
23.879805924478376,90.38766187946071, Sector 10,Uttara
23.879757746899678,90.38784618260905, Sector 10,Uttara
23.8808361,90.38842230000002, Sector 10,Uttara
23.88111358368082,90.38943131937505, Sector 10,Uttara
23.881178734733986,90.39092518104985, Sector 10,Uttara
23.881782236553526,90.39012704440165, Sector 10,Uttara
23.8823338877584,90.39051477960868, Sector 10,Uttara
23.882906391858935,90.39018412342136, Sector 10,Uttara
23.88265730000002,90.38934449999999, Sector 10,Uttara
23.882988563295342,90.38921837108786, Sector 10,Uttara
23.88260575516921,90.38925668206377, Sector 10,Uttara
23.882186099999995,90.3875716, Sector 10,Uttara
23.882879656073282,90.3873337615675, Sector 10,Uttara
23.882993011539273,90.38730205703388, Sector 10,Uttara
23.882973654275126,90.38720434168073, Sector 10,Uttara
23.883111565537128,90.38786406581136, Sector 10,Uttara
23.883184116467955,90.38822289020213, Sector 10,Uttara
23.88326970875206,90.38813137568383, Sector 10,Uttara
23.883865700000015,90.38825930000002, Sector 10,Uttara
23.884053130780604,90.3877020470553, Sector 10,Uttara
23.88378827986326,90.38903045597135, Sector 10,Uttara
23.88453718,90.38831927, Sector 10,Uttara
23.884733596829943,90.38799110677512, Sector 10,Uttara
23.884763800000016,90.3875473, Sector 10,Uttara
23.884717600000002,90.3874455, Sector 10,Uttara
23.88509115254572,90.3885263533918, Sector 10,Uttara
23.88567057542003,90.38841482192998, Sector 10,Uttara
23.885966400000022,90.38860899999997, Sector 10,Uttara
23.885992173514786,90.38846195363277, Sector 10,Uttara
23.885942909872092,90.38830186983574, Sector 10,Uttara
23.8861887672819,90.38824106700707, Sector 10,Uttara
23.8862872215373,90.38837940310896, Sector 10,Uttara
23.886584259819173,90.38822667254078, Sector 10,Uttara
23.886704360812757,90.38806256014853, Sector 10,Uttara
23.887176008074125,90.38750577004224, Sector 10,Uttara
23.887335337146684,90.38770498582194, Sector 10,Uttara
23.88751090985052,90.38832395490078, Sector 10,Uttara
23.88749957503496,90.38827681217424, Sector 10,Uttara
23.88751037225075,90.38837519404672, Sector 10,Uttara
23.887591399999984,90.38855319999999, Sector 10,Uttara
23.88713093013813,90.38744974776512, Sector 10,Uttara
23.887154058004445,90.38745114189958, Sector 10,Uttara
23.873711139140433,90.38244359033537, Sector 12,Uttara
23.873666215528107,90.38207713121453, Sector 12,Uttara
23.873667508434515,90.38147210929192, Sector 12,Uttara
23.867755909358046,90.40073043892482, Sector 4,Uttara
23.867770687312614,90.40083610094986, Sector 4,Uttara
23.867786020211867,90.4009685648956, Sector 4,Uttara
23.872384199999985,90.3808817000001, Sector 12,Uttara
23.871940936697985,90.38062530908786, Sector 12,Uttara
23.86785484,90.40144963, Sector 4,Uttara
23.87163823,90.3805685, Sector 12,Uttara
23.867838407144184,90.40164749615474, Sector 4,Uttara
23.87142355880456,90.38064157931996, Sector 12,Uttara
23.86785405,90.40167881, Sector 4,Uttara
23.87077166652154,90.3809964055542, Sector 12,Uttara
23.870748257699834,90.38184001946105, Sector 12,Uttara
23.87033132419329,90.37991400036094, Sector 12,Uttara
23.866226581064446,90.4047328467642, Sector 4,Uttara
23.870300934636585,90.37987279297744, Sector 12,Uttara
23.870224012640758,90.37957241799741, Sector 12,Uttara
23.8702330292176,90.3795078418666, Sector 12,Uttara
23.87009452131031,90.37940525359153, Sector 12,Uttara
23.87014273263865,90.37941143173572, Sector 12,Uttara
23.86986099999999,90.3797092, Sector 12,Uttara
23.86949766359351,90.38014604261343, Sector 12,Uttara
23.86946704,90.37943615, Sector 12,Uttara
23.862530359596626,90.40383959820815, Sector 4,Uttara
23.86909060658827,90.38057843978947, Sector 12,Uttara
23.869085584455902,90.38062583807539, Sector 12,Uttara
23.86908413120972,90.38110038670402, Sector 12,Uttara
23.87236105497319,90.3840357045384, Sector 13,Uttara
23.86238298214247,90.40435404862228, Sector 4,Uttara
23.86898438248485,90.38159904912202, Sector 12,Uttara
23.868983696860845,90.3814629827143, Sector 12,Uttara
23.86245390215932,90.40247654292061, Sector 4,Uttara
23.86870000447774,90.38287985133547, Sector 12,Uttara
23.868912622608022,90.38330143231717, Sector 12,Uttara
23.868972806689655,90.38328952136875, Sector 12,Uttara
23.861984591434258,90.40278417226654, Sector 4,Uttara
23.86679907147446,90.3887040169169, Sector 14,Uttara
23.861988232363682,90.40284588603407, Sector 4,Uttara
23.86949440311233,90.38187310924167, Sector 12,Uttara
23.86661963395478,90.3886992125993, Sector 14,Uttara
23.86995000501231,90.38263450634201, Sector 12,Uttara
23.867036457869524,90.3885456364116, Sector 14,Uttara
23.869925064613923,90.38280881600593, Sector 12,Uttara
23.867102719773502,90.38913126671838, Sector 14,Uttara
23.870209438315374,90.3834066276915, Sector 12,Uttara
23.86708756728924,90.39030677719882, Sector 14,Uttara
23.87024706298501,90.38327873402619, Sector 12,Uttara
23.870232380861594,90.38322359301793, Sector 12,Uttara
23.866608790274523,90.39039278019489, Sector 5,Uttara
23.8706438768424,90.38326760802748, Sector 12,Uttara
23.870673403070974,90.38322420425034, Sector 12,Uttara
23.866532304595417,90.39039816143696, Sector 5,Uttara
23.871555597425107,90.38331000436733, Sector 12,Uttara
23.871644430933866,90.3833011629709, Sector 12,Uttara
23.872716761873598,90.38330196232296, Sector 12,Uttara
23.867650812273933,90.39079568049414, Sector 5,Uttara
23.87273716474828,90.3831877548908, Sector 12,Uttara
23.867623331902923,90.39026704297824, Sector 5,Uttara
23.86312466250027,90.40364606806122, Sector 4,Uttara
23.873723484036624,90.38258372846377, Sector 12,Uttara
23.867924468203782,90.39119853292635, Sector 14,Uttara
23.862699170251112,90.40090752434566, Sector 4,Uttara
23.867989794718333,90.39118990700183, Sector 14,Uttara
23.874480186612082,90.38337412847079, Sector 12,Uttara
23.87435976898782,90.38348563951365, Sector 12,Uttara
23.863636205666186,90.40062906529062, Sector 4,Uttara
23.868050351342138,90.38894711634339, Sector 14,Uttara
23.862130706549298,90.40047621011371, Sector 4,Uttara
23.86796702272885,90.39128264638498, Sector 14,Uttara
23.861391393536298,90.40074749692047, Sector 4,Uttara
23.867935008573383,90.39170353351051, Sector 5,Uttara
23.867975817460795,90.39170091705182, Sector 5,Uttara
23.868027381148234,90.39170477294431, Sector 5,Uttara
23.866540808800234,90.3918610744957, Sector 5,Uttara
23.86653620927781,90.39176218995823, Sector 5,Uttara
23.86554549132319,90.39123374873373, Sector 5,Uttara
23.86809655055802,90.39117349975362, Sector 14,Uttara
23.86011194996092,90.40185633431571, Sector 4,Uttara
23.866985603667526,90.40249996800952, Sector 4,Uttara
23.87888814,90.3872299, Sector 10,Uttara
23.87887880199299,90.38699948032098, Sector 10,Uttara
23.878944850258105,90.38703318188988, Sector 10,Uttara
23.87743445,90.38583297, Sector 11,Uttara
23.87892143754214,90.38704173359702, Sector 10,Uttara
23.857095248220098,90.40183317477472, Sector 1,Uttara
23.856751938532906,90.40234092256088, Sector 1,Uttara
23.856776640476888,90.40246361736354, Sector 1,Uttara
23.856107714056794,90.40327911800665, Sector 1,Uttara
23.875469361708046,90.39088708189189, Sector 11,Uttara
23.875045595690146,90.39089574333252, Sector 11,Uttara
23.855236690971342,90.40402019778628, Sector 1,Uttara
23.874783630571464,90.39127158058574, Sector 11,Uttara
23.874995925232486,90.39132904401112, Sector 11,Uttara
23.855035171121553,90.40412248736703, Sector 1,Uttara
23.874870127758186,90.39136009465375, Sector 11,Uttara
23.874994520960716,90.39143847916733, Sector 11,Uttara
23.879251342512323,90.42121873545187, Atipara,Uttara
23.874971152716792,90.39130658995646, Sector 11,Uttara
23.8689087376026,90.40138814159451, Sector 6,Uttara
23.868861670222834,90.40138812313847, Sector 6,Uttara
23.875013050953406,90.39142407436555, Sector 11,Uttara
23.87572167746496,90.39153122281408, Sector 11,Uttara
23.86958362358737,90.40135312153194, Sector 6,Uttara
23.87482434231115,90.3913948859331, Sector 11,Uttara
23.874826580665346,90.39044706322653, Sector 11,Uttara
23.870419754403557,90.40123355760096, Sector 6,Uttara
23.870413646183888,90.40117094644864, Sector 6,Uttara
23.87031272101068,90.40125000567804, Sector 6,Uttara
23.874522929896848,90.38912667470551, Sector 11,Uttara
23.870338570323458,90.40115751614229, Sector 6,Uttara
23.870251220346567,90.40125163723621, Sector 6,Uttara
23.874484744982276,90.38913174273893, Sector 11,Uttara
23.87020153536581,90.40125758567478, Sector 6,Uttara
23.870158457876702,90.40125882890845, Sector 6,Uttara
23.87452327,90.38910875, Sector 11,Uttara
23.87012657828122,90.40126415525566, Sector 6,Uttara
23.870086949339264,90.40125975043685, Sector 6,Uttara
23.874478460605626,90.3891013472775, Sector 11,Uttara
23.87447684881836,90.38909492019064, Sector 11,Uttara
23.870072878218863,90.40125960548664, Sector 6,Uttara
23.87007858735692,90.40134466441458, Sector 6,Uttara
23.874390622283027,90.38908837392603, Sector 11,Uttara
23.870058856376897,90.40125959967884, Sector 6,Uttara
23.87004950821818,90.40125882699834, Sector 6,Uttara
23.870043028664846,90.4012565012003, Sector 6,Uttara
23.870036511219045,90.40125603526911, Sector 6,Uttara
23.874385425174314,90.38899350209574, Sector 11,Uttara
23.87452279789547,90.3891665570718, Sector 11,Uttara
23.870037642808164,90.40124831514373, Sector 6,Uttara
23.87004304949071,90.401248382895, Sector 6,Uttara
23.8556880397176,90.40286022570007, Sector 1,Uttara
23.87004551680289,90.40124174405787, Sector 6,Uttara
23.87445477107357,90.3892228039287, Sector 11,Uttara
23.870050881048492,90.40124889099349, Sector 6,Uttara
23.870050860310677,90.40124182569521, Sector 6,Uttara
23.874387614844192,90.38921694565283, Sector 11,Uttara
23.870056301351088,90.40124105411604, Sector 6,Uttara
23.87005839587643,90.40124835978412, Sector 6,Uttara
23.87492579305029,90.38907419791275, Sector 11,Uttara
23.870059950909294,90.40124038417456, Sector 6,Uttara
23.870062571499755,90.40124790746376, Sector 6,Uttara
23.874936467631883,90.38907282653855, Sector 11,Uttara
23.875121383153928,90.38927569984423, Sector 11,Uttara
23.870281200000015,90.40086209999998, Sector 6,Uttara
23.870736,90.40089030000003, Sector 6,Uttara
23.870748075716346,90.40083959328086, Sector 6,Uttara
23.870754639515688,90.4008081263899, Sector 6,Uttara
23.870762131729034,90.40077690830975, Sector 6,Uttara
23.875265081338775,90.3872741335976, Sector 11,Uttara
23.870216474904236,90.40072647564921, Sector 6,Uttara
23.87528493026952,90.38727446039593, Sector 11,Uttara
23.870155627766884,90.4007596950633, Sector 6,Uttara
23.860522080751466,90.39970096326014, Sector 1,Uttara
23.87017489291984,90.40083192647012, Sector 6,Uttara
23.860500208899236,90.39963898071403, Sector 1,Uttara
23.875745070366946,90.38747234423931, Sector 11,Uttara
23.87022775632869,90.40097160000204, Sector 6,Uttara
23.87015401822589,90.40094891286822, Sector 6,Uttara
23.870185420891833,90.40095182899182, Sector 6,Uttara
23.87014861195123,90.40103582456572, Sector 6,Uttara
23.875730616141812,90.38839543002098, Sector 11,Uttara
23.875726117942982,90.38845130628158, Sector 11,Uttara
23.8701797966561,90.4010355321139, Sector 6,Uttara
23.870117814313733,90.4009092013447, Sector 6,Uttara
23.870134109301212,90.40080327424114, Sector 6,Uttara
23.875567894483403,90.38923516282716, Sector 11,Uttara
23.870098968459853,90.40079147857232, Sector 6,Uttara
23.861242017002027,90.39694258752041, Sector 3,Uttara
23.875763203257435,90.38747933362697, Sector 11,Uttara
23.8614172593009,90.39566572586445, Sector 3,Uttara
23.86136676527214,90.39524829044667, Sector 3,Uttara
23.86908478394146,90.40064196579175, Sector 6,Uttara
23.869151988912826,90.400656580373, Sector 6,Uttara
23.86141646270401,90.39327478692248, Badshartek,Uttara
23.8761697526356,90.38866732284589, Sector 11,Uttara
23.869509167112078,90.40068545411071, Sector 6,Uttara
23.861533512753795,90.3932076925629, Badshartek,Uttara
23.869613271728056,90.40069508844772, Sector 6,Uttara
23.861567332766683,90.39321381905086, Badshartek,Uttara
23.861520838615743,90.39316931779587, Badshartek,Uttara
23.86154560145398,90.39317564362767, Badshartek,Uttara
23.876060000672137,90.38734735821623, Sector 11,Uttara
23.861521168931702,90.39314903550411, Badshartek,Uttara
23.86154714049532,90.39309523590435, Badshartek,Uttara
23.876325419662727,90.38726358256406, Sector 11,Uttara
23.871519508227706,90.40141850862767, Sector 6,Uttara
23.861513760166698,90.39285669169402, Badshartek,Uttara
23.871628058687573,90.40160634444425, Sector 6,Uttara
23.878116101876,90.38720689499223, Sector 11,Uttara
23.86145532001574,90.39259531537647, Badshartek,Uttara
23.872588574577744,90.40331355555702, Sector 6,Uttara
23.872566917080384,90.40282230788172, Sector 6,Uttara
23.87258309975918,90.40275902377918, Sector 6,Uttara
23.87256809326318,90.40269813043767, Sector 6,Uttara
23.872562640171786,90.40217284200634, Sector 6,Uttara
23.872638389077512,90.40179740619186, Sector 6,Uttara
23.872625748065268,90.40166661583373, Sector 6,Uttara
23.871585702537022,90.4036787217795, Sector 6,Uttara
23.871590070420833,90.40422050404887, Sector 6,Uttara
23.870960078407233,90.40328159554184, Sector 6,Uttara
23.867241681729134,90.37048233521176, Sector 15,Uttara
23.867619383705925,90.37079738699333, Sector 15,Uttara
23.867726756586563,90.370758942733, Sector 15,Uttara
23.867769568005503,90.36982707017557, Sector 15,Uttara
23.86781530989872,90.36951906685175, Sector 15,Uttara
23.868780736241554,90.40419437336078, Sector 6,Uttara
23.86743754456882,90.36968286289215, Sector 15,Uttara
23.867367734043626,90.37001211289277, Sector 15,Uttara
23.868941231441955,90.40420393046179, Sector 6,Uttara
23.867554315020165,90.37117623865208, Sector 15,Uttara
23.86764187452014,90.37150292179604, Sector 15,Uttara
23.86910133738511,90.4052828218858, Sector 6,Uttara
23.87199558379953,90.38890981558717, Sector 13,Uttara
23.867217450484087,90.37122763697255, Sector 15,Uttara
23.869196016585835,90.4051260869669, Sector 6,Uttara
23.86916329659085,90.40508544119814, Sector 6,Uttara
23.86931681,90.39392104, Sector 7,Uttara
23.867534964553318,90.36937505265008, Sector 15,Uttara
23.871534742098355,90.38876709671268, Sector 13,Uttara
23.87155667819442,90.38833867159013, Sector 13,Uttara
23.86888957437194,90.39390471150188, Sector 7,Uttara
23.870931064412996,90.40287852000523, Sector 6,Uttara
23.87044038305064,90.40235089313678, Sector 6,Uttara
23.871121020205372,90.38789444429534, Sector 13,Uttara
23.867107599149357,90.39465111874773, Sector 3,Uttara
23.871095410241054,90.38789238211211, Sector 13,Uttara
23.869874256324046,90.40240838650942, Sector 6,Uttara
23.871026642044022,90.38789617139979, Sector 13,Uttara
23.870953061803565,90.38789606954936, Sector 13,Uttara
23.87098786723794,90.40081264857491, Sector 6,Uttara
23.867663785833983,90.39452824275399, Road 18,Uttara
23.871015321753266,90.4015826250651, Sector 6,Uttara
23.870730675088485,90.3882289686128, Sector 13,Uttara
23.867659311684534,90.39515955720663, Sector 7,Uttara
23.870280620246767,90.3878687005606, Sector 13,Uttara
23.870152580464328,90.38788630769841, Sector 13,Uttara
23.870012134016324,90.38788373653625, Sector 13,Uttara
23.8700060315551,90.38833455083409, Sector 13,Uttara
23.869884266899824,90.3887581924555, Sector 13,Uttara
23.867786483440142,90.39719200009972, Sector 7,Uttara
23.87001581553521,90.38890052906447, Sector 13,Uttara
23.869903172019526,90.3890831757734, Sector 13,Uttara
